id,properties_name,address,latitude,longitude,no_of_stations,no_of_hawkers,no_of_supermarkets,no_of_schools,no_of_preschools,no_of_parks,no_of_malls,price,size,no_of_bedrooms,no_of_bathrooms,property_type,year_of_built,leasing,plot ratio,rental,subdistrict
7531,Stirling Residences,21 Stirling Road,1.292054817,103.8055464,1,1,4,0,5,0,1,1335000,657,2,1,Apartment,0,99-year Leasehold,4.200004737,0,MEI CHIN
7532,Parc Riviera,103 West Coast Vale,1.320614301,103.7532909,0,0,0,0,1,0,0,738000,463,1,1,Condominium,0,99-year Leasehold,2.800033847,3.98,WEST COAST
7533,The Garden Residences,Serangoon North Avenue 1,1.369950992,103.8723123,0,0,2,0,5,0,0,2411200,1561,1,1,Condominium,0,99-year Leasehold,2.500014544,0,SERANGOON GARDEN
7534,SkyPark Residences,Sembawang Drive,1.455553884,103.8146493,0,0,4,0,5,0,0,1150000,1238,3,3,Executive Condominium,2017,99-year Leasehold,2.8,0,SEMBAWANG CENTRAL
7535,Archipelago,Bedok reservoir road,1.337587346,103.9219636,1,2,3,0,5,2,0,3800888,4402,5,5,Cluster House,2016,99-year Leasehold,1.400020604,2.86,BEDOK RESERVOIR
7536,Zenith,60 Zion Road,1.2926368,103.8305681,0,1,3,0,5,2,1,3200000,2453,3,2,Apartment,2011,999-year Leasehold,2.8,4.55,CHATSWORTH
7537,Euhabitat,230 Jalan Eunos,1.327821237,103.9067383,0,0,1,0,5,0,0,1120000,818,2,2,Condominium,2016,99-year Leasehold,1.400007755,3.64,KAKI BUKIT
7538,Spottiswoode Residences,48 Spottiswoode Park Road,1.275271152,103.8368322,2,0,2,0,4,0,0,1280000,592,1,1,Condominium,2014,Freehold,2.8,4.48,EVERTON PARK
7539,THE ESTUARY,89 Yishun Avenue 1,1.410775554,103.8307176,1,0,2,0,2,1,0,1200000,1119,2,2,Condominium,2013,99-year Leasehold,2.1,2.42,YISHUN SOUTH
7540,687B Choa Chu Kang Drive,687B Choa Chu Kang Drive,1.404405693,103.7506689,1,0,0,0,5,0,1,498888,1184,3,2,HDB Flat,2000,99-year Leasehold,0,0, 
7541,Archipelago,Bedok Reservoir Road,1.337587346,103.9219636,1,2,3,0,5,2,0,1190000,1033,2,2,Condominium,2015,99-year Leasehold,1.400020604,2.86,BEDOK RESERVOIR
7542,Seletar Park Residence,17 Seletar Road,1.386539986,103.8692078,0,0,1,0,5,5,1,1720000,1916,2,2,Condominium,2014,99-year Leasehold,1.400042393,2.75,SELETAR HILLS
7543,Parc Vista,450 Corporation Road,1.344627556,103.7183814,1,2,1,0,5,0,0,890000,1044,1,2,Condominium,2000,99-year Leasehold,2.8,2.28,HONG KAH
7544,The Greenwich,5 Seletar Road,1.38715929,103.8698329,0,0,1,0,4,5,1,730000,603,1,1,Condominium,2013,99-year Leasehold,1.4,2.93,SELETAR HILLS
7545,Hilltop Grove,134C Hillview Avenue,1.356882572,103.7589292,0,0,0,0,5,3,0,928000,1012,3,2,Condominium,2002,99-year Leasehold,1.919981605,0,HILLVIEW
7546,The Panorama,20 Ang Mo Kio Ave 2,1.375500432,103.8344222,0,2,2,0,5,5,0,2100000,1324,4,3,Condominium,2019,99-year Leasehold,3.500016232,3.57,KEBUN BAHRU
7547,Hillsta,68 Phoenix Road,1.376965026,103.7563651,1,0,4,0,5,2,2,670000,527,1,1,Condominium,2016,99-year Leasehold,2.100015599,3.26,GOMBAK
7548,204 Toa Payoh North,204 Toa Payoh North,1.34148414,103.8490677,1,4,3,0,5,0,0,490000,945,4,2,HDB Flat,1973,99-year Leasehold,0,0, 
7549,Riversails,8 Upper Serangoon Crescent,1.378359029,103.9029043,0,0,1,0,5,0,0,1090000,947,2,2,Condominium,2016,99-year Leasehold,3.5,2.54,HOUGANG EAST
7550,THE LINE @ TANJONG RHU,6 Tanjong Rhu Road,1.298437301,103.884408,0,1,0,0,5,3,0,2400000,1152,3,3,Condominium,2016,Freehold,2.47261331,4.1,TANJONG RHU
7551,106 Spottiswoode Park Road,106 Spottiswoode Park Road,1.273566738,103.8340582,0,0,0,0,2,0,0,818000,1270,3,2,HDB Flat,1976,99-year Leasehold,0,0, 
7552,20 Dover Crescent,20 Dover Crescent,1.306722574,103.7835241,1,0,5,0,5,2,2,398000,700,2,2,HDB Flat,1978,99-year Leasehold,0,0, 
7553,809B Choa Chu Kang Avenue 1,809B Choa Chu Kang Avenue 1,1.374761886,103.7449651,0,0,3,0,5,0,1,468000,990,3,2,HDB Flat,2015,99-year Leasehold,0,0, 
7554,576 Hougang Avenue 4,576 Hougang Avenue 4,1.378335656,103.8865532,0,1,3,0,5,0,1,620000,1292,4,2,HDB Flat,1996,99-year Leasehold,0,0, 
7555,108 Serangoon North Avenue 1,108 Serangoon North Avenue 1,1.369901403,103.8712068,0,0,2,0,5,1,0,310000,646,2,1,HDB Flat,1983,99-year Leasehold,0,0, 
7556,243 Yishun Ring Road,243 Yishun Ring Road,1.43352113,103.8406271,1,0,5,0,5,0,1,328000,689,2,2,HDB Flat,1984,99-year Leasehold,0,0, 
7557,Westwood Park,Westwood Crescent,1.352348646,103.7006594,0,0,2,0,5,2,1,1880000,2551,4,5,Terraced House,1999,99-year Leasehold,0,0, 
7558,The Topiary,21 Fernvale Lane,1.387990567,103.8718909,0,0,2,0,5,4,2,1280000,1044,3,3,Executive Condominium,2016,99-year Leasehold,3.5,0,FERNVALE
7559,Sengkang Grand Residences,72 Compassvale Bow,1.382127322,103.8924896,1,0,4,0,5,0,0,1100000,678,2,1,Condominium,0,99-year Leasehold,2.100019058,0,COMPASSVALE
7560,The Bayshore,30 Bayshore Road,1.312992459,103.9399144,0,0,1,0,5,2,0,1290000,1248,3,3,Condominium,1999,99-year Leasehold,3.0000122,2.49,BAYSHORE
7561,Sengkang Grand Residences,72 Compassvale Bow,1.382127322,103.8924896,1,0,4,0,5,0,0,2110000,1324,4,3,Condominium,0,99-year Leasehold,2.100019058,0,COMPASSVALE
7562,614A Edgefield Plains,614A Edgefield Plains,1.403584212,103.9092641,0,0,5,0,5,1,1,520000,1044,3,2,HDB Flat,2011,99-year Leasehold,0,0, 
7563,DUO Residences,1 Fraser Street,1.29916296,103.8578595,5,2,4,0,4,2,5,1300000,527,1,1,Condominium,2017,99-year Leasehold,6.228545555,5.5,BUGIS
7564,Semi-D Suitable for Sub-Divide Call 91510256,Seletar Hills Estate,1.38304066,103.8743378,0,0,1,0,2,4,0,8080000,1600,3,2,Semi-Detached House,0,999-year Leasehold,0,0, 
7565,Alana,Sunrise Terrace,1.388232832,103.8560974,0,0,0,0,1,5,0,2503000,2756,4,4,Terraced House,2019,103-year Leasehold,0,0, 
7566,Kovan Huge Charming 2. 5 sty Semi-D,Jalan Arif,1.367814162,103.883805,0,0,3,0,5,4,0,5300000,5200,6,4,Semi-Detached House,2010,999-year Leasehold,0,0, 
7567,14 1,Jalan Bumbong,1.4143981,103.7580066,0,0,0,0,0,1,0,3800000,5000,5,5,Semi-Detached House,2011,Freehold,0,0, 
7568,NATURA@HILLVIEW,18 Hillview Terrace,1.353008424,103.7591347,0,0,1,0,5,2,0,1030000,1054,2,1,Condominium,2016,Freehold,2.111973902,3.43,GUILIN
7569,9 Joo Seng Road,9 Joo Seng Road,1.334900179,103.8793343,0,0,3,0,5,5,0,799999,1001,3,2,HDB Flat,2015,99-year Leasehold,0,0, 
7570,City Loft,363 Race Course Road,1.31506106,103.8566799,2,1,3,0,5,3,3,589000,377,1,1,Apartment,2014,Freehold,3,0,LAVENDER
7571,The Mezzo,205 Balestier Road,1.320524529,103.8524473,0,3,3,0,5,0,0,1230000,840,2,2,Apartment,2014,Freehold,3,3.1,BALESTIER
7572,The Citron Residences,1 marne road,1.31257726,103.8572199,3,1,5,0,5,4,3,1500000,915,3,2,Apartment,2019,Freehold,3,0,LAVENDER
7573,808D Choa Chu Kang Avenue 1,808D Choa Chu Kang Avenue 1,1.374884453,103.745409,0,0,3,0,5,0,1,485000,989,3,2,HDB Flat,2015,99-year Leasehold,0,0, 
7574,277B Compassvale Link,277B Compassvale Link,1.382336659,103.8945108,1,0,3,0,5,0,0,575000,969,3,2,HDB Flat,2007,99-year Leasehold,0,0, 
7575,Alana,92 Sunrise Terrace,1.389090129,103.855293,0,0,0,0,2,5,0,2600000,2756,3,4,Terraced House,2019,103-year Leasehold,0,0, 
7576,La Mariposa,35 Mangis Road,1.312707634,103.9046712,0,1,3,0,5,2,0,1995000,1130,3,2,Apartment,0,Freehold,1.539998374,0,GEYLANG EAST
7577,Riverparc Residence,104 Punggol Drive,1.397958025,103.9176024,0,0,5,0,5,1,2,1499000,1668,4,3,Executive Condominium,2014,99-year Leasehold,3.4,0,WATERWAY EAST
7578,THE PROMENADE@PELIKAT,183 Jalan Pelikat,1.355309042,103.8878572,0,2,4,0,5,3,2,1084900,807,2,2,Condominium,2016,Freehold,3.013665346,3.59,LORONG AH SOO
7579,The Ritz-Carlton Residences,65 Cairnhill Road,1.308031263,103.8361831,0,0,2,0,1,1,3,20599888,5662,6,8,Condominium,2013,Freehold,2.8,0,CAIRNHILL
7580,The Ritz-Carlton Residences,65 Cairnhill Road,1.308031263,103.8361831,0,0,2,0,1,1,3,10399888,2835,3,5,Condominium,2013,Freehold,2.8,0,CAIRNHILL
7581,Michaels' Residences,Almond Avenue,1.370297971,103.7740817,0,0,1,0,5,4,0,3200000,3950,5,7,Semi-Detached House,2015,99-year Leasehold,0,0, 
7582,Michaels' Residences,46 Almond Street,1.370311259,103.7731705,0,0,1,0,5,5,0,5100000,5350,5,7,Detached House,2015,99-year Leasehold,0,0, 
7583,Michaels' Residences,Almond Avenue,1.370297971,103.7740817,0,0,1,0,5,4,0,3200000,2130,6,7,Semi-Detached House,2015,99-year Leasehold,0,0, 
7584,12 LiveTour,Michaels' Residences,1.370659066,103.7733449,0,0,1,0,5,5,0,3550000,4300,5,7,Semi-Detached House,2015,99-year Leasehold,0,0, 
7585,Michaels' Residences,Almond Avenue,1.370297971,103.7740817,0,0,1,0,5,4,0,6800000,5300,5,7,Bungalow House,2015,99-year Leasehold,0,0, 
7586,Botanika,50 Holland Road,1.309843135,103.808137,0,0,1,0,1,0,0,3950000,1679,3,2,Apartment,2009,Freehold,1.4,0,TYERSALL
7587,Ban Guan Estate,Greenleaf,1.322293207,103.7880751,0,0,1,0,1,1,0,9888000,7045,9,7,Semi-Detached House,2013,Freehold,0,0, 
7588,Alexis,356 Alexandra Road,1.291133405,103.8073548,1,2,5,0,5,0,3,750000,398,1,1,Apartment,2014,Freehold,3,4.55,MEI CHIN
7589,Lake Life,12 Tao Ching Road,1.331791512,103.7242031,0,1,3,0,5,0,1,1388888,1249,4,3,Executive Condominium,2017,99-year Leasehold,3,0,TAMAN JURONG
7590,415 Commonwealth Avenue West,415 Commonwealth Avenue West,1.310988047,103.7715851,1,1,4,0,4,0,0,720000,1475,3,2,HDB Flat,1977,99-year Leasehold,0,0, 
7591,Highline Residences,7 Kim Tian Road,1.285435181,103.8297877,1,4,4,0,5,2,1,1580000,700,2,1,Condominium,2018,99-year Leasehold,4.000054592,5.64,TIONG BAHRU
7592,Seletar Park Residence,21 Seletar Road,1.385679524,103.8697511,0,0,1,0,5,5,1,725000,582,1,1,Condominium,2014,99-year Leasehold,1.400042393,2.75,SELETAR HILLS
7593,South Beach Residences,28 South Beach Road,1.294385184,103.8560298,5,0,4,0,5,2,5,19050000,4446,4,6,Condominium,2016,99-year Leasehold,4.199977116,0,CITY HALL
7594,15,Lentor Grove,1.386384629,103.8383359,0,0,0,0,2,5,0,5000000,3500,6,3,Corner Terrace,0,Freehold,0,0, 
7595,The Tembusu,107 Tampines Road,1.361530944,103.8894097,1,1,1,0,4,0,1,1680000,1012,2,2,Condominium,2017,Freehold,2.309999772,3.82,LORONG AH SOO
7596,Concourse Skyline,298 Beach Road,1.300266899,103.8618656,3,2,4,0,5,2,4,1450000,807,1,1,Apartment,2014,99-year Leasehold,0,4.4,NICOLL
7597,Stratum,86 Elias Road,1.379329624,103.9433298,0,0,1,0,5,1,1,1400000,1402,3,2,Condominium,2016,99-year Leasehold,1.4,3.18,PASIR RIS WEST
7598,Viva Vista,3 South Buona Vista Road,1.279803223,103.7859096,0,0,0,0,2,0,0,720000,484,1,1,Condominium,2014,Freehold,2.486090578,5.04,PASIR PANJANG 1
7599,The Poiz Residences,12 Meyappa Chettiar Road,1.33154468,103.8669965,1,0,2,0,5,0,1,1360000,775,2,2,Condominium,2018,99-year Leasehold,3.500006192,4.53,POTONG PASIR
7600,129 Clarence Lane,129 Clarence Lane,1.293055547,103.8144244,1,2,3,0,5,0,0,850000,1119,3,2,HDB Flat,1994,99-year Leasehold,0,0, 
7601,Suites at Bukit Timah,68 Jalan Jurong Kechil,1.340548479,103.7736491,1,1,4,0,5,4,3,715000,441,1,1,Condominium,2015,Freehold,3,4.19,ANAK BUKIT
7602,Emerald Park,6 Indus Road,1.290094674,103.8300922,1,3,4,0,5,2,1,1550000,1173,3,3,Condominium,1993,99-year Leasehold,2,2.92,BUKIT HO SWEE
7603,257 Bishan Street 22,257 Bishan Street 22,1.359716874,103.8431031,0,0,2,0,5,1,0,1200000,1615,4,3,HDB Flat,1990,99-year Leasehold,0,0, 
7604,Ladyhill Park,100 Fernhill Road,1.311515782,103.8241553,0,0,0,0,2,0,0,6300000,5000,5,6,Semi-Detached House,1990,Freehold,0,0, 
7605,Sunshine Loft,2 Lorong L Telok Kurau,1.310998319,103.9080469,0,1,5,0,5,2,2,1050000,721,2,2,Condominium,2005,Freehold,1.4,0,FRANKEL
7606,??? SEMI-DETACHED @ WAK HASSAN ???,Wak Hassan,1.462687171,103.8389418,0,0,0,0,0,2,0,2850000,4881,5,5,Semi-Detached House,2009,99-year Leasehold,0,0, 
7607,Hundred Trees,85 West Coast Drive,1.315072366,103.758518,0,2,1,0,5,3,0,1320000,915,2,2,Condominium,2013,999-year Leasehold,1.759884556,3.28,WEST COAST
7608,Dunearn Suites,404 Dunearn Road,1.324733513,103.8107247,3,1,4,0,5,3,0,845000,419,1,1,Condominium,2012,Freehold,1.4,0,HILLCREST
7609,Simei Green Condominium,15 Simei Street 4,1.341113226,103.9577958,2,0,1,0,5,3,1,1200000,1561,3,2,Condominium,1999,99-year Leasehold,2.3,0,SIMEI
7610,eCO,283 Bedok South Avenue 3,1.322931186,103.9451256,1,0,1,0,5,5,0,835000,549,1,1,Condominium,2017,99-year Leasehold,2.100019201,3.36,BEDOK SOUTH
7611,Concourse Skyline,296 Beach Road,1.300703934,103.8618611,4,2,2,0,3,3,4,1760000,818,1,1,Condominium,2014,99-year Leasehold,0,4.4,NICOLL
7612,Fulcrum,33 Fort Road,1.298688314,103.8848534,0,1,0,0,5,4,0,1700000,678,2,2,Condominium,2016,Freehold,2.308865312,4.33,TANJONG RHU
7613,The Sound,545 East Coast Road,1.310206047,103.9147634,0,0,1,0,5,4,0,1080000,580,1,1,Condominium,2013,Freehold,1.4,3.5,FRANKEL
7614,63 Telok Blangah Heights,63 Telok Blangah Heights,1.274831282,103.8109414,1,2,1,0,5,0,0,429000,734,2,2,HDB Flat,1976,99-year Leasehold,0,0, 
7615,Grandeur Park Residences,5 Bedok South Avenue 3,1.325882484,103.9456192,1,1,4,0,5,5,1,2080000,1260,3,3,Condominium,0,99-year Leasehold,2.100024596,4.56,BEDOK SOUTH
7616,Evergreen Park,31 Hougang Avenue 7,1.368493813,103.8991177,1,0,1,0,5,1,1,968000,1087,3,3,Apartment,1999,99-year Leasehold,2.8,2.14,KANGKAR
7617,Westville,19 Westwood Terrace,1.353671179,103.6978076,0,0,1,0,5,2,1,1550000,2500,5,4,Terraced House,1998,99-year Leasehold,0,0, 
7618,Bleu @ East Coast,562 Upper East Coast Road,1.315774933,103.9451895,0,0,1,0,5,4,0,1480000,1066,3,2,Condominium,2010,Freehold,1.4,0,BAYSHORE
7619,One-North Eden,8 slim barracks rise,1.303260504,103.7892097,3,1,3,0,5,5,2,2173000,1119,3,1,Apartment,0,99-year Leasehold,2.500043262,0,ONE NORTH
7620,315B Anchorvale Road,315B Anchorvale Road,1.392178232,103.8883232,0,0,2,0,5,0,0,650000,1345,4,2,HDB Flat,2001,99-year Leasehold,0,0, 
7621,Chestervale,35 Bangkit Road,1.378151554,103.7740902,0,1,2,0,5,1,0,895000,1259,3,2,Condominium,1997,99-year Leasehold,2.8,0,BANGKIT
7622,Regent Heights,56 Bukit Batok East Avenue 5,1.353080683,103.7561458,0,0,0,0,3,1,0,835000,1023,2,3,Condominium,1999,99-year Leasehold,2.799992602,2.15,GUILIN
7623,4 Toh Yi Drive,4 Toh Yi Drive,1.338512067,103.7745698,1,1,4,0,5,3,3,728000,1119,3,2,HDB Flat,1988,99-year Leasehold,0,0, 
7624,Fulcrum,33 Fort Road,1.298688314,103.8848534,0,1,0,0,5,4,0,1630000,678,2,2,Condominium,2016,Freehold,2.308865312,4.33,TANJONG RHU
7625,288G Bukit Batok Street 25,288G Bukit Batok Street 25,1.345013481,103.7595968,0,2,2,0,5,1,0,620000,1302,3,2,HDB Flat,1997,99-year Leasehold,0,0, 
7626,Nine Residences,14 Yishun Avenue 9,1.433393697,103.8417584,0,0,5,0,5,0,1,1398000,1173,4,3,Apartment,2017,99-year Leasehold,2.8,3.24,YISHUN EAST
7627,Casa Merah,50 Tanah Merah Kechil Avenue,1.329742066,103.9456704,1,0,2,0,5,5,1,1150000,947,2,2,Condominium,2009,99-year Leasehold,2.799998172,2.84,BEDOK NORTH
7628,Lentor Grove,Lentor grove,1.386384629,103.8383359,0,0,0,0,2,5,0,5000000,3500,5,4,Corner Terrace,0,Freehold,0,0, 
7629,Avenue South Residence,1 Silat Avenue,1.276390119,103.8302713,0,1,3,0,4,0,0,1677000,947,3,2,Condominium,0,99-year Leasehold,3.700003501,0,BEDOK SOUTH
7630,Sengkang Grand Residences,72 Compassvale Bow,1.382127322,103.8924896,1,0,4,0,5,0,0,1056800,624,2,2,Condominium,0,99-year Leasehold,2.100019058,0,COMPASSVALE
7631,Sengkang Grand Residences,72 Compassvale Bow,1.382127322,103.8924896,1,0,4,0,5,0,0,2111200,1324,4,3,Condominium,0,99-year Leasehold,2.100019058,0,COMPASSVALE
7632,Sengkang Grand Residences,72 Compassvale Bow,1.382127322,103.8924896,1,0,4,0,5,0,0,1505600,1012,3,3,Condominium,0,99-year Leasehold,2.100019058,0,COMPASSVALE
7633,Sengkang Grand Residences,72 Compassvale Bow,1.382127322,103.8924896,1,0,4,0,5,0,0,829600,474,1,1,Condominium,0,99-year Leasehold,2.100019058,0,COMPASSVALE
7634,Avenue South Residence,1 Silat Avenue,1.276390119,103.8302713,0,1,3,0,4,0,0,1065000,527,1,1,Condominium,0,99-year Leasehold,3.700003501,0,BEDOK SOUTH
7635,My Manhattan,35 Simei Street 3,1.341740411,103.9534146,1,0,2,0,5,3,1,720000,441,1,1,Condominium,2014,99-year Leasehold,2.30000848,3.33,SIMEI
7636,Mimosa Villas,Mimosa Walk,1.383083336,103.8614509,0,0,0,0,2,5,0,4500000,3600,4,4,Semi-Detached House,1987,999-year Leasehold,0,0, 
7637,Sunrise Villa,Sunrise Way,1.387661042,103.8566963,0,0,0,0,1,5,0,4380000,4000,4,6,Corner Terrace,2020,Freehold,0,0, 
7638,Kovan Regency,2 Kovan Rise,1.363048456,103.8857524,1,1,1,0,5,3,1,930000,624,2,1,Condominium,2016,99-year Leasehold,2.100022949,3.67,KOVAN
7639,Double Bay Residences,17B Simei Street 4,1.341039934,103.9558561,1,0,1,0,5,3,1,1180000,1001,3,2,Condominium,2012,99-year Leasehold,2.299995343,2.88,SIMEI
7640,The Panorama,20 Ang Mo Kio Ave 2,1.375500432,103.8344222,0,2,2,0,5,5,0,1590000,1023,3,3,Condominium,2019,99-year Leasehold,3.500016232,3.57,KEBUN BAHRU
7641,The Tampines Trilliant,21 Tampines Central 7,1.359250631,103.9396458,0,0,0,0,5,1,0,1398000,1130,3,3,Executive Condominium,2015,99-year Leasehold,3,0,TAMPINES EAST
7642,Lake Grande,2 Jurong Lake Link,1.345474491,103.7246234,1,2,3,0,5,0,0,1400000,904,3,2,Condominium,2020,99-year Leasehold,2.800011234,4.25,HONG KAH
7643,Grandeur Park Residences,1 Bedok South Avenue 3,1.325821355,103.9449192,1,1,3,0,5,5,1,1080000,592,2,2,Condominium,0,99-year Leasehold,2.100024596,4.56,BEDOK SOUTH
7644,The Poiz Residences,12 Meyappa Chettiar Road,1.33154468,103.8669965,1,0,2,0,5,0,1,925000,538,1,1,Condominium,2018,99-year Leasehold,3.500006192,4.53,POTONG PASIR
7645,Braddell Heights Estate,Chiltern Drive,1.348567823,103.8620024,1,0,0,0,3,4,0,14000000,2000,4,2,Bungalow House,0,Freehold,0,0, 
7646,1 Canberra,17 Canberra Drive,1.437873277,103.8294748,0,0,1,0,3,1,1,1000000,1055,3,2,Executive Condominium,2015,99-year Leasehold,2.5,0,SEMBAWANG EAST
7647,Cairnhill,Cairnhill Road,1.305649186,103.8374994,1,0,4,0,2,2,4,11000000,4400,4,4,Terraced House,0,Freehold,0,0, 
7648,288B Jurong East Street 21,288B Jurong East Street 21,1.338936352,103.7428809,2,2,5,0,5,0,5,648000,1323,4,2,HDB Flat,1998,99-year Leasehold,0,0, 
7649,Grandeur Park Residences,11 Bedok South Avenue 3,1.324890402,103.9448414,1,1,2,0,5,5,0,1080000,592,2,2,Condominium,0,99-year Leasehold,2.100024596,4.56,BEDOK SOUTH
7650,505 Ang Mo Kio Avenue 8,505 Ang Mo Kio Avenue 8,1.374854469,103.8502086,1,2,3,0,5,1,2,899000,1755,4,4,HDB Flat,1979,99-year Leasehold,0,0, 
7651,Waterbank at Dakota,84 Dakota Crescent,1.306976735,103.8896309,2,2,2,0,3,3,0,1680000,1421,2,2,Condominium,2013,99-year Leasehold,3.500002909,4.08,ALJUNIED
7652,Mon Jervois,39 Jervois Road,1.293516216,103.8222354,0,0,2,0,3,0,0,3990000,2368,3,3,Condominium,2016,99-year Leasehold,1.400089306,3.8,CHATSWORTH
7653,Cable Road,Cable Road,1.295891701,103.8256165,0,0,4,0,4,0,0,38000000,10000,5,5,Good Class Bungalow,2015,Freehold,0,0, 
7654,Parc Riviera,101 West Coast Vale,1.320817692,103.7526673,0,0,0,0,1,0,0,925000,603,2,1,Condominium,0,99-year Leasehold,2.800033847,3.98,WEST COAST
7655,2,Belmont Road,1.317396543,103.7996586,0,0,0,0,0,0,0,65000000,16000,9,8,Good Class Bungalow,0,Freehold,0,0, 
7656,THE VENUE RESIDENCES,6 Tai Thong Crescent,1.32884034,103.8690446,1,0,1,0,5,2,1,1980000,1238,4,3,Apartment,2017,99-year Leasehold,3.500115849,3.76,SENNETT
7657,Beacon Heights,8 Mar Thoma Road,1.326375086,103.8621424,0,0,1,0,5,1,0,1500000,1076,3,2,Condominium,2012,999-year Leasehold,3.079316303,3.03,BENDEMEER
7658,The Hilloft,131 Jalan Dermawan,1.359216845,103.7572773,0,0,0,0,5,5,0,3350000,6707,7,7,Detached House,0,999-year Leasehold,0,0,HILLVIEW
7659,Seletar Hills Estate,Jalan Bangau,1.383687875,103.8715896,0,0,1,0,5,4,1,5900000,2800,3,3,Semi-Detached House,0,999-year Leasehold,0,0, 
7660,Conway Grove,Conway Grove,1.358125409,103.865237,0,2,1,0,5,5,1,4080000,5200,5,6,Semi-Detached House,0,999-year Leasehold,0,0, 
7661,Mayfair Modern,2 Rifle Range Road,1.337188214,103.7817365,2,1,3,0,4,2,1,2550000,1292,4,3,Condominium,0,99-year Leasehold,1.539999068,0,SWISS CLUB
7662,Mayfair Modern,2 Rifle Range Road,1.337188214,103.7817365,2,1,3,0,4,2,1,1054000,517,1,1,Condominium,0,99-year Leasehold,1.539999068,0,SWISS CLUB
7663,The Poiz Residences,The Poiz Residences,1.331450866,103.8683717,2,0,1,0,5,1,1,968000,538,1,1,Condominium,2018,99-year Leasehold,3.500006192,4.53,POTONG PASIR
7664,Berwick Drive,Berwick Drive,1.363625036,103.8607327,0,0,1,0,2,2,1,3980000,4000,6,6,Semi-Detached House,0,999-year Leasehold,0,0, 
7665,Waterfront @ Faber,46 Faber Walk,1.323356948,103.7543162,0,0,0,0,1,0,0,2700000,2949,5,5,Terraced House,2018,99-year Leasehold,1.40002909,2.89,FABER
7666,Jardin,966 Dunearn Road,1.337727501,103.7800726,2,1,5,0,5,2,3,2200000,1249,2,2,Condominium,2013,Freehold,2.07,3.1,SWISS CLUB
7667,469B Sengkang West Way,469B Sengkang West Way,1.395852564,103.8776849,0,0,5,0,5,1,1,600000,1216,3,2,HDB Flat,2016,99-year Leasehold,0,0, 
7668,Marvel@Upper Aljunied Road,Upper Aljunied Road,1.339399818,103.8737332,1,0,1,0,2,1,0,4700000,5630,5,5,Corner Terrace,0,Freehold,0,0, 
7669,Suites @ Guillemard,70 Lim Ah Woo Road,1.312519699,103.8917602,3,3,5,0,5,2,5,678000,388,1,1,Apartment,2014,Freehold,1.4,3.77,GEYLANG EAST
7670,Alex Residences,Alexandra View,1.290300223,103.8175609,1,2,1,0,5,0,0,1350000,678,2,2,Apartment,2017,99-year Leasehold,4.900021534,5.17,REDHILL
7671,Apollo Gardens,18 Sunbird Road,1.339127882,103.9571287,1,0,0,0,4,3,0,4600000,2800,5,4,Semi-Detached House,1984,Freehold,0,0,SIMEI
7672,Freehold Conservation Shophouse At Pegu Road,Pegu Road,1.323247646,103.8514743,0,2,4,0,5,0,1,4500000,3781,4,3,Conservation House,0,Freehold,0,0, 
7673,The Mayfair,1 Jurong East Street 32,1.345041791,103.7334205,1,3,2,0,5,0,0,668000,635,1,1,Condominium,2000,99-year Leasehold,2.8,2.6,YUHUA WEST
7674,290 Bishan Street 24,290 Bishan Street 24,1.356137785,103.8448977,1,0,2,0,5,1,0,820000,1302,4,2,HDB Flat,1996,99-year Leasehold,0,0, 
7675,Springleaf ave,Springleaf ave,1.400879271,103.8224585,0,0,0,0,1,3,0,5500000,6000,6,4,Semi-Detached House,0,Freehold,0,0, 
7676,287 Tampines Street 22,287 Tampines Street 22,1.349174346,103.9542501,1,0,4,0,5,0,0,498888,1092,3,2,HDB Flat,1983,99-year Leasehold,0,0, 
7677,Kingsford Hillview Peak,101 Hillview Rise,1.364786511,103.7647636,1,0,2,0,2,1,2,1238000,829,2,2,Condominium,2016,99-year Leasehold,2.800015812,3.42,HILLVIEW
7678,Nassim Park Residences,15 Nassim Road,1.308085915,103.823797,0,0,5,0,3,0,3,18800000,4822,4,4,Condominium,2011,Freehold,1.540243918,4.7,NASSIM
7679,Seletar Park Residence,17 Seletar Road,1.386539986,103.8692078,0,0,1,0,5,5,1,720000,527,1,1,Condominium,2014,99-year Leasehold,1.400042393,2.75,SELETAR HILLS
7680,288B Jurong East Street 21,288B Jurong East Street 21,1.338936352,103.7428809,2,2,5,0,5,0,5,530000,1087,3,2,HDB Flat,1998,99-year Leasehold,0,0, 
7681,Verdale,2 De Souza Avenue,1.345693601,103.7698626,0,0,2,0,4,3,0,995000,614,2,1,Condominium,0,99-year Leasehold,1.400009835,0,ANAK BUKIT
7682,Verdale,2 De Souza Avenue,1.345693601,103.7698626,0,0,2,0,4,3,0,1498000,947,3,2,Condominium,0,99-year Leasehold,1.400009835,0,ANAK BUKIT
7683,One-North Residences,7 One-North Gateway,1.302204401,103.7899075,3,0,3,0,5,5,2,935000,592,1,1,Apartment,2009,99-year Leasehold,2.5,4.15,ONE NORTH
7684,D'Lotus,10 Lorong Ampas,1.326118368,103.853496,0,2,4,0,5,0,1,838000,570,1,1,Apartment,2007,Freehold,2.8,0,BALESTIER
